photo_link,student_id,username,first_name,last_name,dob,gender,contact_no,emergency_contact_no,email,address,city,province,admission_date,classes,department,batch_year,type,inserted_on,updated_on
static/assets/img/profiles/avatar-01.jpg,899159766538,harshitpatel27,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a27@gmail.com,ahmedabad,Hengelo,Overijssel,18-01-2024,D,11-commerce,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766539,harshitpatel28,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a28@gmail.com,ahmedabad,Hoofddorp,North Holland,18-01-2024,D,11-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766540,harshitpatel29,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a29@gmail.com,ahmedabad,Sittard,Limburg,18-01-2024,C,12-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766541,harshitpatel30,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a30@gmail.com,ahmedabad,Maastricht,Limburg,18-01-2024,C,Standard-8,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766542,harshitpatel31,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a31@gmail.com,ahmedabad,Utrecht,Utrecht,18-01-2024,B,11-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766543,harshitpatel32,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a32@gmail.com,ahmedabad,Dordrecht,South Holland,18-01-2024,B,11-commerce,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766544,harshitpatel33,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a33@gmail.com,ahmedabad,Gouda,South Holland,18-01-2024,B,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766545,harshitpatel34,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a34@gmail.com,ahmedabad,Dordrecht,South Holland,18-01-2024,B,Standard-10,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766546,harshitpatel35,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a35@gmail.com,ahmedabad,Hengelo,Overijssel,18-01-2024,A,Standard-8,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766547,harshitpatel36,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a36@gmail.com,ahmedabad,Hengelo,Overijssel,18-01-2024,B,Standard-7,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766548,harshitpatel37,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a37@gmail.com,ahmedabad,Dordrecht,South Holland,18-01-2024,B,Standard-9,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766549,harshitpatel38,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a38@gmail.com,ahmedabad,Alkmaar,North Holland,18-01-2024,A,Standard-7,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766550,harshitpatel39,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a39@gmail.com,ahmedabad,Deventer,Overijssel,18-01-2024,B,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766551,harshitpatel40,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a40@gmail.com,ahmedabad,Dordrecht,South Holland,18-01-2024,C,Standard-7,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766552,harshitpatel41,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a41@gmail.com,ahmedabad,Den Bosch ('s-Hertogenbosch),North Brabant,18-01-2024,D,Standard-10,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766553,harshitpatel42,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a42@gmail.com,ahmedabad,Helmond,North Brabant,18-01-2024,A,12-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766554,harshitpatel43,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a43@gmail.com,ahmedabad,Den Haag (The Hague),South Holland,18-01-2024,A,Standard-8,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766555,harshitpatel44,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a44@gmail.com,ahmedabad,Den Bosch ('s-Hertogenbosch),North Brabant,18-01-2024,B,12-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766556,harshitpatel45,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a45@gmail.com,ahmedabad,Amsterdam,North Holland,18-01-2024,B,11-commerce,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766557,harshitpatel46,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a46@gmail.com,ahmedabad,Leeuwarden,Friesland,18-01-2024,D,12-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766558,harshitpatel47,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a47@gmail.com,ahmedabad,Delft,South Holland,18-01-2024,D,12-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766559,harshitpatel48,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a48@gmail.com,ahmedabad,Delft,South Holland,18-01-2024,D,12-commerce,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766560,harshitpatel49,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a49@gmail.com,ahmedabad,Maastricht,Limburg,18-01-2024,D,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766561,harshitpatel50,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a50@gmail.com,ahmedabad,Vlaardingen,South Holland,18-01-2024,A,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766562,harshitpatel51,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a51@gmail.com,ahmedabad,Rotterdam,South Holland,18-01-2024,A,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766563,harshitpatel52,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a52@gmail.com,ahmedabad,Leeuwarden,Friesland,18-01-2024,B,11-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766564,harshitpatel53,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a53@gmail.com,ahmedabad,Apeldoorn,Gelderland,18-01-2024,B,Standard-8,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766565,harshitpatel54,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a54@gmail.com,ahmedabad,Dordrecht,South Holland,18-01-2024,C,12-commerce,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766566,harshitpatel55,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a55@gmail.com,ahmedabad,Breda,North Brabant,18-01-2024,A,Standard-10,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766567,harshitpatel56,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a56@gmail.com,ahmedabad,Sittard,Limburg,18-01-2024,C,12-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766568,harshitpatel57,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a57@gmail.com,ahmedabad,Breda,North Brabant,18-01-2024,D,11-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766569,harshitpatel58,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a58@gmail.com,ahmedabad,Amersfoort,Utrecht,18-01-2024,B,Standard-7,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766570,harshitpatel59,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a59@gmail.com,ahmedabad,Emmen,Drenthe,18-01-2024,C,Standard-10,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766571,harshitpatel60,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a60@gmail.com,ahmedabad,Arnhem,Gelderland,18-01-2024,B,Standard-7,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766572,harshitpatel61,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a61@gmail.com,ahmedabad,Leeuwarden,Friesland,18-01-2024,D,11-commerce,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766573,harshitpatel62,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a62@gmail.com,ahmedabad,Schiedam,South Holland,18-01-2024,B,12-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766574,harshitpatel63,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a63@gmail.com,ahmedabad,Leiden,South Holland,18-01-2024,A,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766575,harshitpatel64,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a64@gmail.com,ahmedabad,Amersfoort,Utrecht,18-01-2024,B,Standard-10,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766576,harshitpatel65,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a65@gmail.com,ahmedabad,Nijmegen,Gelderland,18-01-2024,B,Standard-7,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766577,harshitpatel66,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a66@gmail.com,ahmedabad,Gouda,South Holland,18-01-2024,D,Standard-8,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766578,harshitpatel67,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a67@gmail.com,ahmedabad,Dordrecht,South Holland,18-01-2024,A,Standard-7,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766579,harshitpatel68,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a68@gmail.com,ahmedabad,Assen,Drenthe,18-01-2024,C,11-commerce,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766580,harshitpatel69,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a69@gmail.com,ahmedabad,Gouda,South Holland,18-01-2024,C,Standard-9,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766581,harshitpatel70,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a70@gmail.com,ahmedabad,Hoofddorp,North Holland,18-01-2024,A,12-commerce,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766582,harshitpatel71,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a71@gmail.com,ahmedabad,Nijmegen,Gelderland,18-01-2024,B,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766583,harshitpatel72,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a72@gmail.com,ahmedabad,Groningen,Groningen,18-01-2024,D,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766584,harshitpatel73,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a73@gmail.com,ahmedabad,Helmond,North Brabant,18-01-2024,B,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766585,harshitpatel74,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a74@gmail.com,ahmedabad,Aalsmeer,North Holland,18-01-2024,A,11-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766586,harshitpatel75,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a75@gmail.com,ahmedabad,Groningen,Groningen,18-01-2024,A,Standard-9,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766587,harshitpatel76,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a76@gmail.com,ahmedabad,Gouda,South Holland,18-01-2024,A,11-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766588,harshitpatel77,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a77@gmail.com,ahmedabad,Almere,Flevoland,18-01-2024,B,Standard-9,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766589,harshitpatel78,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a78@gmail.com,ahmedabad,Zaandam,North Holland,18-01-2024,B,12-commerce,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766590,harshitpatel79,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a79@gmail.com,ahmedabad,Roosendaal,North Brabant,18-01-2024,A,11-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766591,harshitpatel80,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a80@gmail.com,ahmedabad,Oss,North Brabant,18-01-2024,B,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766592,harshitpatel81,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a81@gmail.com,ahmedabad,Gouda,South Holland,18-01-2024,C,11-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766593,harshitpatel82,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a82@gmail.com,ahmedabad,Amersfoort,Utrecht,18-01-2024,A,Standard-8,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766594,harshitpatel83,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a83@gmail.com,ahmedabad,Venlo,Limburg,18-01-2024,D,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766595,harshitpatel84,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a84@gmail.com,ahmedabad,Dordrecht,South Holland,18-01-2024,B,Standard-8,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766596,harshitpatel85,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a85@gmail.com,ahmedabad,Rotterdam,South Holland,18-01-2024,C,11-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766597,harshitpatel86,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a86@gmail.com,ahmedabad,Leiden,South Holland,18-01-2024,A,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766598,harshitpatel87,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a87@gmail.com,ahmedabad,Almere,Flevoland,18-01-2024,C,Standard-7,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766599,harshitpatel88,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a88@gmail.com,ahmedabad,Aalsmeer,North Holland,18-01-2024,A,Standard-9,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766600,harshitpatel89,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a89@gmail.com,ahmedabad,Apeldoorn,Gelderland,18-01-2024,C,11-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766601,harshitpatel90,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a90@gmail.com,ahmedabad,Zoetermeer,South Holland,18-01-2024,C,Standard-8,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766602,harshitpatel91,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a91@gmail.com,ahmedabad,Deventer,Overijssel,18-01-2024,D,11-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766603,harshitpatel92,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a92@gmail.com,ahmedabad,Breda,North Brabant,18-01-2024,B,Standard-9,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766604,harshitpatel93,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a93@gmail.com,ahmedabad,Groningen,Groningen,18-01-2024,B,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766605,harshitpatel94,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a94@gmail.com,ahmedabad,Emmen,Drenthe,18-01-2024,A,Standard-9,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766606,harshitpatel95,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a95@gmail.com,ahmedabad,Apeldoorn,Gelderland,18-01-2024,C,11-science,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766607,harshitpatel96,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a96@gmail.com,ahmedabad,Hilversum,North Holland,18-01-2024,C,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766608,harshitpatel97,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a97@gmail.com,ahmedabad,Rotterdam,South Holland,18-01-2024,D,12-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766609,harshitpatel98,harshit,gadhiya,18-01-2024,Female,+31 9348343848,+31 9343834984,a98@gmail.com,ahmedabad,Almelo,Overijssel,18-01-2024,C,11-arts,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
static/assets/img/profiles/avatar-01.jpg,899159766610,harshitpatel99,harshit,gadhiya,18-01-2024,Male,+31 9348343848,+31 9343834984,a99@gmail.com,ahmedabad,Amsterdam,North Holland,18-01-2024,C,Standard-8,2020,student,01-18-2024 20:20:37,01-18-2024 20:20:37
